Region,Suburb,Value,Date,Measure
,Group Total,8008.0,,Sep 2012||Count
South Eastern Melbourne,Berwick,1345.0,,Sep 2012||Count
,Cranbourne,1727.0,,Sep 2012||Count
,Dandenong,1836.0,,Sep 2012||Count
,Dandenong North-Endeavour Hills,1272.0,,Sep 2012||Count
,Narre Warren-Hampton Park,2089.0,,Sep 2012||Count
,Noble Park,1284.0,,Sep 2012||Count
,Pakenham,2407.0,,Sep 2012||Count
,Springvale,1566.0,,Sep 2012||Count
,Group Total,13526.0,,Sep 2012||Count
Mornington Peninsula,Dromana-Portsea,1767.0,,Sep 2012||Count
,Frankston,2832.0,,Sep 2012||Count
,Hastings-Flinders,1093.0,,Sep 2012||Count
,Mt Eliza-Mornington-Mt Martha,1387.0,,Sep 2012||Count
,Seaford-Carrum Downs,1808.0,,Sep 2012||Count
,Group Total,8887.0,,Sep 2012||Count
Geelong,Belmont-Grovedale,1616.0,,Sep 2012||Count
,Corio,760.0,,Sep 2012||Count
,Geelong-Newcombe,1180.0,,Sep 2012||Count
,Herne Hill-Geelong West,812.0,,Sep 2012||Count
,Lara,456.0,,Sep 2012||Count
,Newtown,449.0,,Sep 2012||Count
,North Geelong,680.0,,Sep 2012||Count
,Group Total,5953.0,,Sep 2012||Count
Ballarat,Ballarat,1862.0,,Sep 2012||Count
,Mount Clear-Buninyong,414.0,,Sep 2012||Count
,Sebastopol-Delacombe,777.0,,Sep 2012||Count
,Wendouree-Alfredton,1086.0,,Sep 2012||Count
,Group Total,4139.0,,Sep 2012||Count
Bendigo,Bendigo,529.0,,Sep 2012||Count
,Flora Hill-Bendigo East,1145.0,,Sep 2012||Count
,Golden Square-Kangaroo Flat,696.0,,Sep 2012||Count
,North Bendigo,916.0,,Sep 2012||Count
,Group Total,3286.0,,Sep 2012||Count
Other Regional Centres,Bairnsdale,457.0,,Sep 2012||Count
,Benalla,446.0,,Sep 2012||Count
,Castlemaine,288.0,,Sep 2012||Count
,Echuca,454.0,,Sep 2012||Count
,Hamilton,323.0,,Sep 2012||Count
,Horsham,652.0,,Sep 2012||Count
,Mildura,1524.0,,Sep 2012||Count
,Moe-Newborough,573.0,,Sep 2012||Count
,Morwell,674.0,,Sep 2012||Count
,Ocean Grove-Barwon Heads,492.0,,Sep 2012||Count
,Portland,380.0,,Sep 2012||Count
,Sale-Maffra,877.0,,Sep 2012||Count
,Seymour,189.0,,Sep 2012||Count
,Shepparton,1692.0,,Sep 2012||Count
,Swan Hill,481.0,,Sep 2012||Count
,Torquay,669.0,,Sep 2012||Count
,Traralgon,1084.0,,Sep 2012||Count
,Wanagaratta,656.0,,Sep 2012||Count
,Warragul,454.0,,Sep 2012||Count
,Warrnambool,1454.0,,Sep 2012||Count
,Wodonga,1577.0,,Sep 2012||Count
,Group Total,15396.0,,Sep 2012||Count
Inner Melbourne,Albert Park-Middle Park-West St Kilda,460.0,,Sep 2012||Median
,Armadale,385.0,,Sep 2012||Median
,Carlton North,495.0,,Sep 2012||Median
,Carlton-Parkville,410.0,,Sep 2012||Median
,CBD-St Kilda Rd,450.0,,Sep 2012||Median
,Collingwood-Abbotsford,460.0,,Sep 2012||Median
,Docklands,510.0,,Sep 2012||Median
,East Melbourne,460.0,,Sep 2012||Median
,East St Kilda,360.0,,Sep 2012||Median
,Elwood,390.0,,Sep 2012||Median
,Fitzroy,485.0,,Sep 2012||Median
,Fitzroy North-Clifton Hill,470.0,,Sep 2012||Median
,Flemington-Kensington,380.0,,Sep 2012||Median
,North Melbourne-West Melbourne,420.0,,Sep 2012||Median
,Port Melbourne,550.0,,Sep 2012||Median
,Prahran-Windsor,400.0,,Sep 2012||Median
,Richmond-Burnley,450.0,,Sep 2012||Median
,South Melbourne,500.0,,Sep 2012||Median
,South Yarra,415.0,,Sep 2012||Median
,Southbank,530.0,,Sep 2012||Median
,St Kilda,380.0,,Sep 2012||Median
,Toorak,450.0,,Sep 2012||Median
,Group Total,439.0,,Sep 2012||Median
Inner Eastern Melbourne,Balwyn,460.0,,Sep 2012||Median
,Blackburn,380.0,,Sep 2012||Median
,Box Hill,370.0,,Sep 2012||Median
,Bulleen-Templestowe-Doncaster,400.0,,Sep 2012||Median
,Burwood-Ashburton,395.0,,Sep 2012||Median
,Camberwell-Glen Iris,420.0,,Sep 2012||Median
,Canterbury-Surrey Hills-Mont Albert,420.0,,Sep 2012||Median
,Chadstone-Oakleigh,380.0,,Sep 2012||Median
,Clayton,350.0,,Sep 2012||Median
,Doncaster East-Donvale,400.0,,Sep 2012||Median
,East Hawthorn,400.0,,Sep 2012||Median
,Glen Waverley-Mulgrave,410.0,,Sep 2012||Median
,Hawthorn,370.0,,Sep 2012||Median
,Kew,450.0,,Sep 2012||Median
,Mount Waverley,400.0,,Sep 2012||Median
,Nunawading-Mitcham,350.0,,Sep 2012||Median
,Vermont-Forest Hill-Burwood East,385.0,,Sep 2012||Median
,Group Total,391.0,,Sep 2012||Median
Southern Melbourne,Aspendale-Chelsea-Carrum,355.0,,Sep 2012||Median
,Bentleigh,400.0,,Sep 2012||Median
,Brighton,600.0,,Sep 2012||Median
,Brighton East,600.0,,Sep 2012||Median
,Carnegie,345.0,,Sep 2012||Median
,Caulfield,395.0,,Sep 2012||Median
,Cheltenham,395.0,,Sep 2012||Median
,Elsternwick,390.0,,Sep 2012||Median
,Hampton-Beaumaris,500.0,,Sep 2012||Median
,Malvern,400.0,,Sep 2012||Median
,Malvern East,397.0,,Sep 2012||Median
,Mentone-Parkdale-Mordialloc,350.0,,Sep 2012||Median
,Murrumbeena-Hughesdale,360.0,,Sep 2012||Median
,Group Total,395.0,,Sep 2012||Median
Outer Western Melbourne,Altona,330.0,,Sep 2012||Median
,Footscray,325.0,,Sep 2012||Median
,Keilor East-Avondale Heights,350.0,,Sep 2012||Median
,Melton,270.0,,Sep 2012||Median
,Newport-Spotswood,390.0,,Sep 2012||Median
,St Albans-Deer Park,290.0,,Sep 2012||Median
,Sunshine,290.0,,Sep 2012||Median
,Sydenham,330.0,,Sep 2012||Median
,Werribee-Hoppers Crossing,290.0,,Sep 2012||Median
,West Footscray,320.0,,Sep 2012||Median
,Williamstown,425.0,,Sep 2012||Median
,Yarraville-Seddon,370.0,,Sep 2012||Median
,Group Total,300.0,,Sep 2012||Median
North Western Melbourne,Broadmeadows-Roxburgh Park,312.0,,Sep 2012||Median
,Brunswick,395.0,,Sep 2012||Median
,Coburg-Pascoe Vale South,370.0,,Sep 2012||Median
,Craigieburn,330.0,,Sep 2012||Median
,East Brunswick,440.0,,Sep 2012||Median
,Essendon,350.0,,Sep 2012||Median
,Gladstone Park-Tullamarine,325.0,,Sep 2012||Median
,Keilor,360.0,,Sep 2012||Median
,Moonee Ponds-Ascot Vale,390.0,,Sep 2012||Median
,Oak Park-Glenroy-Fawkner,325.0,,Sep 2012||Median
,Pascoe Vale-Coburg North,345.0,,Sep 2012||Median
,Sunbury,310.0,,Sep 2012||Median
,West Brunswick,330.0,,Sep 2012||Median
,Group Total,340.0,,Sep 2012||Median
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,350.0,,Sep 2012||Median
,Eltham-Research-Montmorency,365.0,,Sep 2012||Median
,Fairfield-Alphington,325.0,,Sep 2012||Median
,Heidelberg-Heidelberg West,350.0,,Sep 2012||Median
,Ivanhoe-Ivanhoe East,390.0,,Sep 2012||Median
,Mill Park-Epping,330.0,,Sep 2012||Median
,Northcote,430.0,,Sep 2012||Median
,Preston,350.0,,Sep 2012||Median
,Reservoir,310.0,,Sep 2012||Median
,Thomastown-Lalor,309.0,,Sep 2012||Median
,Thornbury,340.0,,Sep 2012||Median
,Whittlesea,330.0,,Sep 2012||Median
,Group Total,340.0,,Sep 2012||Median
Outer Eastern Melbourne,Bayswater,320.0,,Sep 2012||Median
,Boronia,325.0,,Sep 2012||Median
,Croydon-Lilydale,340.0,,Sep 2012||Median
,Ferntree Gully,320.0,,Sep 2012||Median
,Ringwood,330.0,,Sep 2012||Median
,Rowville,390.0,,Sep 2012||Median
,Wantirna-Scoresby,365.0,,Sep 2012||Median
,Yarra Ranges,320.0,,Sep 2012||Median
,Group Total,340.0,,Sep 2012||Median
South Eastern Melbourne,Berwick,350.0,,Sep 2012||Median
,Cranbourne,330.0,,Sep 2012||Median
,Dandenong,290.0,,Sep 2012||Median
,Dandenong North-Endeavour Hills,300.0,,Sep 2012||Median
,Narre Warren-Hampton Park,330.0,,Sep 2012||Median
,Noble Park,295.0,,Sep 2012||Median
,Pakenham,310.0,,Sep 2012||Median
,Springvale,320.0,,Sep 2012||Median
,Group Total,320.0,,Sep 2012||Median
Mornington Peninsula,Dromana-Portsea,295.0,,Sep 2012||Median
,Frankston,295.0,,Sep 2012||Median
,Hastings-Flinders,300.0,,Sep 2012||Median
,Mt Eliza-Mornington-Mt Martha,375.0,,Sep 2012||Median
,Seaford-Carrum Downs,310.0,,Sep 2012||Median
,Group Total,310.0,,Sep 2012||Median
Geelong,Belmont-Grovedale,320.0,,Sep 2012||Median
,Corio,250.0,,Sep 2012||Median
,Geelong-Newcombe,290.0,,Sep 2012||Median
,Herne Hill-Geelong West,285.0,,Sep 2012||Median
,Lara,320.0,,Sep 2012||Median
,Newtown,300.0,,Sep 2012||Median
,North Geelong,295.0,,Sep 2012||Median
,Group Total,294.0,,Sep 2012||Median
Ballarat,Ballarat,250.0,,Sep 2012||Median
,Mount Clear-Buninyong,300.0,,Sep 2012||Median
,Sebastopol-Delacombe,250.0,,Sep 2012||Median
,Wendouree-Alfredton,265.0,,Sep 2012||Median
,Group Total,260.0,,Sep 2012||Median
Bendigo,Bendigo,275.0,,Sep 2012||Median
,Flora Hill-Bendigo East,275.0,,Sep 2012||Median
,Golden Square-Kangaroo Flat,280.0,,Sep 2012||Median
,North Bendigo,270.0,,Sep 2012||Median
,Group Total,275.0,,Sep 2012||Median
Other Regional Centres,Bairnsdale,260.0,,Sep 2012||Median
,Benalla,213.0,,Sep 2012||Median
,Castlemaine,280.0,,Sep 2012||Median
,Echuca,250.0,,Sep 2012||Median
,Hamilton,230.0,,Sep 2012||Median
,Horsham,220.0,,Sep 2012||Median
,Mildura,230.0,,Sep 2012||Median
,Moe-Newborough,180.0,,Sep 2012||Median
,Morwell,180.0,,Sep 2012||Median
,Ocean Grove-Barwon Heads,350.0,,Sep 2012||Median
,Portland,230.0,,Sep 2012||Median
,Sale-Maffra,240.0,,Sep 2012||Median
,Seymour,208.0,,Sep 2012||Median
,Shepparton,245.0,,Sep 2012||Median
,Swan Hill,215.0,,Sep 2012||Median
,Torquay,390.0,,Sep 2012||Median
,Traralgon,250.0,,Sep 2012||Median
,Wanagaratta,220.0,,Sep 2012||Median
,Warragul,260.0,,Sep 2012||Median
,Warrnambool,280.0,,Sep 2012||Median
,Wodonga,264.0,,Sep 2012||Median
,Group Total,250.0,,Sep 2012||Median
Inner Melbourne,Albert Park-Middle Park-West St Kilda,958.0,,Dec 2012||Count
,Armadale,607.0,,Dec 2012||Count
,Carlton North,487.0,,Dec 2012||Count
,Carlton-Parkville,1946.0,,Dec 2012||Count
,CBD-St Kilda Rd,5844.0,,Dec 2012||Count
,Collingwood-Abbotsford,661.0,,Dec 2012||Count
,Docklands,1730.0,,Dec 2012||Count
,East Melbourne,467.0,,Dec 2012||Count
,East St Kilda,1716.0,,Dec 2012||Count
,Elwood,1786.0,,Dec 2012||Count
,Fitzroy,726.0,,Dec 2012||Count
,Fitzroy North-Clifton Hill,1074.0,,Dec 2012||Count
,Flemington-Kensington,1591.0,,Dec 2012||Count
,North Melbourne-West Melbourne,1601.0,,Dec 2012||Count
,Port Melbourne,1435.0,,Dec 2012||Count
,Prahran-Windsor,1885.0,,Dec 2012||Count
,Richmond-Burnley,2554.0,,Dec 2012||Count
,South Melbourne,752.0,,Dec 2012||Count
,South Yarra,3330.0,,Dec 2012||Count
,Southbank,1738.0,,Dec 2012||Count
,St Kilda,2933.0,,Dec 2012||Count
,Toorak,725.0,,Dec 2012||Count
,Group Total,36546.0,,Dec 2012||Count
Inner Eastern Melbourne,Balwyn,880.0,,Dec 2012||Count
,Blackburn,734.0,,Dec 2012||Count
,Box Hill,1536.0,,Dec 2012||Count
,Bulleen-Templestowe-Doncaster,1499.0,,Dec 2012||Count
,Burwood-Ashburton,953.0,,Dec 2012||Count
,Camberwell-Glen Iris,1616.0,,Dec 2012||Count
,Canterbury-Surrey Hills-Mont Albert,725.0,,Dec 2012||Count
,Chadstone-Oakleigh,1033.0,,Dec 2012||Count
,Clayton,1738.0,,Dec 2012||Count
,Doncaster East-Donvale,850.0,,Dec 2012||Count
,East Hawthorn,713.0,,Dec 2012||Count
,Glen Waverley-Mulgrave,1743.0,,Dec 2012||Count
,Hawthorn,1814.0,,Dec 2012||Count
,Kew,1105.0,,Dec 2012||Count
,Mount Waverley,787.0,,Dec 2012||Count
,Nunawading-Mitcham,773.0,,Dec 2012||Count
,Vermont-Forest Hill-Burwood East,789.0,,Dec 2012||Count
,Group Total,19288.0,,Dec 2012||Count
Southern Melbourne,Aspendale-Chelsea-Carrum,1550.0,,Dec 2012||Count
,Bentleigh,1892.0,,Dec 2012||Count
,Brighton,819.0,,Dec 2012||Count
,Brighton East,388.0,,Dec 2012||Count
,Carnegie,1022.0,,Dec 2012||Count
,Caulfield,1825.0,,Dec 2012||Count
,Cheltenham,1341.0,,Dec 2012||Count
,Elsternwick,718.0,,Dec 2012||Count
,Hampton-Beaumaris,1201.0,,Dec 2012||Count
,Malvern,429.0,,Dec 2012||Count
,Malvern East,823.0,,Dec 2012||Count
,Mentone-Parkdale-Mordialloc,1486.0,,Dec 2012||Count
,Murrumbeena-Hughesdale,794.0,,Dec 2012||Count
,Group Total,14288.0,,Dec 2012||Count
Outer Western Melbourne,Altona,4341.0,,Dec 2012||Count
,Footscray,1167.0,,Dec 2012||Count
,Keilor East-Avondale Heights,1084.0,,Dec 2012||Count
,Melton,2150.0,,Dec 2012||Count
,Newport-Spotswood,738.0,,Dec 2012||Count
,St Albans-Deer Park,2067.0,,Dec 2012||Count
,Sunshine,1490.0,,Dec 2012||Count
,Sydenham,2014.0,,Dec 2012||Count
,Werribee-Hoppers Crossing,5561.0,,Dec 2012||Count
,West Footscray,1239.0,,Dec 2012||Count
,Williamstown,520.0,,Dec 2012||Count
,Yarraville-Seddon,1117.0,,Dec 2012||Count
,Group Total,23488.0,,Dec 2012||Count
North Western Melbourne,Broadmeadows-Roxburgh Park,1333.0,,Dec 2012||Count
,Brunswick,1905.0,,Dec 2012||Count
,Coburg-Pascoe Vale South,1314.0,,Dec 2012||Count
,Craigieburn,1220.0,,Dec 2012||Count
,East Brunswick,571.0,,Dec 2012||Count
,Essendon,2003.0,,Dec 2012||Count
,Gladstone Park-Tullamarine,672.0,,Dec 2012||Count
,Keilor,81.0,,Dec 2012||Count
,Moonee Ponds-Ascot Vale,1377.0,,Dec 2012||Count
,Oak Park-Glenroy-Fawkner,1636.0,,Dec 2012||Count
,Pascoe Vale-Coburg North,943.0,,Dec 2012||Count
,Sunbury,934.0,,Dec 2012||Count
,West Brunswick,1006.0,,Dec 2012||Count
,Group Total,14995.0,,Dec 2012||Count
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,3001.0,,Dec 2012||Count
,Eltham-Research-Montmorency,730.0,,Dec 2012||Count
,Fairfield-Alphington,646.0,,Dec 2012||Count
,Heidelberg-Heidelberg West,1069.0,,Dec 2012||Count
,Ivanhoe-Ivanhoe East,507.0,,Dec 2012||Count
,Mill Park-Epping,2111.0,,Dec 2012||Count
,Northcote,1098.0,,Dec 2012||Count
,Preston,1510.0,,Dec 2012||Count
,Reservoir,1932.0,,Dec 2012||Count
,Thomastown-Lalor,1033.0,,Dec 2012||Count
,Thornbury,1103.0,,Dec 2012||Count
,Whittlesea,776.0,,Dec 2012||Count
,Group Total,15516.0,,Dec 2012||Count
Outer Eastern Melbourne,Bayswater,556.0,,Dec 2012||Count
,Boronia,757.0,,Dec 2012||Count
,Croydon-Lilydale,2121.0,,Dec 2012||Count
,Ferntree Gully,572.0,,Dec 2012||Count
,Ringwood,1421.0,,Dec 2012||Count
,Rowville,464.0,,Dec 2012||Count
,Wantirna-Scoresby,822.0,,Dec 2012||Count
,Yarra Ranges,1286.0,,Dec 2012||Count
,Group Total,7999.0,,Dec 2012||Count
South Eastern Melbourne,Berwick,1410.0,,Dec 2012||Count
,Cranbourne,1766.0,,Dec 2012||Count
,Dandenong,1866.0,,Dec 2012||Count
,Dandenong North-Endeavour Hills,1259.0,,Dec 2012||Count
,Narre Warren-Hampton Park,2095.0,,Dec 2012||Count
,Noble Park,1341.0,,Dec 2012||Count
,Pakenham,2416.0,,Dec 2012||Count
,Springvale,1579.0,,Dec 2012||Count
,Group Total,13732.0,,Dec 2012||Count
Mornington Peninsula,Dromana-Portsea,1848.0,,Dec 2012||Count
,Frankston,2812.0,,Dec 2012||Count
,Hastings-Flinders,1119.0,,Dec 2012||Count
,Mt Eliza-Mornington-Mt Martha,1448.0,,Dec 2012||Count
,Seaford-Carrum Downs,1818.0,,Dec 2012||Count
,Group Total,9045.0,,Dec 2012||Count
Geelong,Belmont-Grovedale,1647.0,,Dec 2012||Count
,Corio,770.0,,Dec 2012||Count
,Geelong-Newcombe,1240.0,,Dec 2012||Count
,Herne Hill-Geelong West,801.0,,Dec 2012||Count
,Lara,443.0,,Dec 2012||Count
,Newtown,472.0,,Dec 2012||Count
,North Geelong,652.0,,Dec 2012||Count
,Group Total,6025.0,,Dec 2012||Count
Ballarat,Ballarat,1918.0,,Dec 2012||Count
,Mount Clear-Buninyong,431.0,,Dec 2012||Count
,Sebastopol-Delacombe,784.0,,Dec 2012||Count
,Wendouree-Alfredton,1110.0,,Dec 2012||Count
,Group Total,4243.0,,Dec 2012||Count
Bendigo,Bendigo,555.0,,Dec 2012||Count
,Flora Hill-Bendigo East,1174.0,,Dec 2012||Count
,Golden Square-Kangaroo Flat,668.0,,Dec 2012||Count
,North Bendigo,950.0,,Dec 2012||Count
,Group Total,3347.0,,Dec 2012||Count
Other Regional Centres,Bairnsdale,457.0,,Dec 2012||Count
,Benalla,443.0,,Dec 2012||Count
,Castlemaine,275.0,,Dec 2012||Count
,Echuca,492.0,,Dec 2012||Count
,Hamilton,319.0,,Dec 2012||Count
,Horsham,662.0,,Dec 2012||Count
,Mildura,1507.0,,Dec 2012||Count
,Moe-Newborough,565.0,,Dec 2012||Count
,Morwell,686.0,,Dec 2012||Count
,Ocean Grove-Barwon Heads,500.0,,Dec 2012||Count
,Portland,347.0,,Dec 2012||Count
,Sale-Maffra,929.0,,Dec 2012||Count
,Seymour,194.0,,Dec 2012||Count
,Shepparton,1702.0,,Dec 2012||Count
,Swan Hill,470.0,,Dec 2012||Count
,Torquay,711.0,,Dec 2012||Count
,Traralgon,1065.0,,Dec 2012||Count
,Wanagaratta,649.0,,Dec 2012||Count
,Warragul,465.0,,Dec 2012||Count
,Warrnambool,1485.0,,Dec 2012||Count
,Wodonga,1581.0,,Dec 2012||Count
,Group Total,15504.0,,Dec 2012||Count
Inner Melbourne,Albert Park-Middle Park-West St Kilda,470.0,,Dec 2012||Median
,Armadale,385.0,,Dec 2012||Median
,Carlton North,490.0,,Dec 2012||Median
,Carlton-Parkville,400.0,,Dec 2012||Median
,CBD-St Kilda Rd,450.0,,Dec 2012||Median
,Collingwood-Abbotsford,460.0,,Dec 2012||Median
,Docklands,500.0,,Dec 2012||Median
,East Melbourne,470.0,,Dec 2012||Median
,East St Kilda,360.0,,Dec 2012||Median
,Elwood,390.0,,Dec 2012||Median
,Fitzroy,485.0,,Dec 2012||Median
,Fitzroy North-Clifton Hill,470.0,,Dec 2012||Median
,Flemington-Kensington,380.0,,Dec 2012||Median
,North Melbourne-West Melbourne,420.0,,Dec 2012||Median
,Port Melbourne,540.0,,Dec 2012||Median
,Prahran-Windsor,400.0,,Dec 2012||Median
,Richmond-Burnley,460.0,,Dec 2012||Median
,South Melbourne,500.0,,Dec 2012||Median
,South Yarra,420.0,,Dec 2012||Median
,Southbank,525.0,,Dec 2012||Median
,St Kilda,380.0,,Dec 2012||Median
,Toorak,450.0,,Dec 2012||Median
,Group Total,438.0,,Dec 2012||Median
Inner Eastern Melbourne,Balwyn,460.0,,Dec 2012||Median
,Blackburn,380.0,,Dec 2012||Median
,Box Hill,365.0,,Dec 2012||Median
,Bulleen-Templestowe-Doncaster,400.0,,Dec 2012||Median
,Burwood-Ashburton,395.0,,Dec 2012||Median
,Camberwell-Glen Iris,420.0,,Dec 2012||Median
,Canterbury-Surrey Hills-Mont Albert,420.0,,Dec 2012||Median
,Chadstone-Oakleigh,380.0,,Dec 2012||Median
,Clayton,350.0,,Dec 2012||Median
,Doncaster East-Donvale,400.0,,Dec 2012||Median
,East Hawthorn,400.0,,Dec 2012||Median
,Glen Waverley-Mulgrave,410.0,,Dec 2012||Median
,Hawthorn,370.0,,Dec 2012||Median
,Kew,450.0,,Dec 2012||Median
,Mount Waverley,400.0,,Dec 2012||Median
,Nunawading-Mitcham,355.0,,Dec 2012||Median
,Vermont-Forest Hill-Burwood East,380.0,,Dec 2012||Median
,Group Total,390.0,,Dec 2012||Median
Southern Melbourne,Aspendale-Chelsea-Carrum,360.0,,Dec 2012||Median
,Bentleigh,400.0,,Dec 2012||Median
,Brighton,605.0,,Dec 2012||Median
,Brighton East,600.0,,Dec 2012||Median
,Carnegie,350.0,,Dec 2012||Median
,Caulfield,395.0,,Dec 2012||Median
,Cheltenham,390.0,,Dec 2012||Median
,Elsternwick,390.0,,Dec 2012||Median
,Hampton-Beaumaris,500.0,,Dec 2012||Median
,Malvern,400.0,,Dec 2012||Median
,Malvern East,395.0,,Dec 2012||Median
,Mentone-Parkdale-Mordialloc,350.0,,Dec 2012||Median
,Murrumbeena-Hughesdale,360.0,,Dec 2012||Median
,Group Total,395.0,,Dec 2012||Median
Outer Western Melbourne,Altona,330.0,,Dec 2012||Median
,Footscray,320.0,,Dec 2012||Median
,Keilor East-Avondale Heights,350.0,,Dec 2012||Median
,Melton,270.0,,Dec 2012||Median
,Newport-Spotswood,390.0,,Dec 2012||Median
,St Albans-Deer Park,290.0,,Dec 2012||Median
,Sunshine,290.0,,Dec 2012||Median
,Sydenham,330.0,,Dec 2012||Median
,Werribee-Hoppers Crossing,290.0,,Dec 2012||Median
,West Footscray,320.0,,Dec 2012||Median
,Williamstown,440.0,,Dec 2012||Median
,Yarraville-Seddon,375.0,,Dec 2012||Median
,Group Total,300.0,,Dec 2012||Median
North Western Melbourne,Broadmeadows-Roxburgh Park,310.0,,Dec 2012||Median
,Brunswick,395.0,,Dec 2012||Median
,Coburg-Pascoe Vale South,370.0,,Dec 2012||Median
,Craigieburn,325.0,,Dec 2012||Median
,East Brunswick,430.0,,Dec 2012||Median
,Essendon,350.0,,Dec 2012||Median
,Gladstone Park-Tullamarine,320.0,,Dec 2012||Median
,Keilor,360.0,,Dec 2012||Median
,Moonee Ponds-Ascot Vale,390.0,,Dec 2012||Median
,Oak Park-Glenroy-Fawkner,325.0,,Dec 2012||Median
,Pascoe Vale-Coburg North,345.0,,Dec 2012||Median
,Sunbury,310.0,,Dec 2012||Median
,West Brunswick,337.0,,Dec 2012||Median
,Group Total,340.0,,Dec 2012||Median
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,350.0,,Dec 2012||Median
,Eltham-Research-Montmorency,365.0,,Dec 2012||Median
,Fairfield-Alphington,330.0,,Dec 2012||Median
,Heidelberg-Heidelberg West,345.0,,Dec 2012||Median
,Ivanhoe-Ivanhoe East,390.0,,Dec 2012||Median
,Mill Park-Epping,330.0,,Dec 2012||Median
,Northcote,430.0,,Dec 2012||Median
,Preston,350.0,,Dec 2012||Median
,Reservoir,310.0,,Dec 2012||Median
,Thomastown-Lalor,305.0,,Dec 2012||Median
,Thornbury,330.0,,Dec 2012||Median
,Whittlesea,330.0,,Dec 2012||Median
,Group Total,340.0,,Dec 2012||Median
Outer Eastern Melbourne,Bayswater,320.0,,Dec 2012||Median
,Boronia,325.0,,Dec 2012||Median
,Croydon-Lilydale,340.0,,Dec 2012||Median
,Ferntree Gully,325.0,,Dec 2012||Median
,Ringwood,330.0,,Dec 2012||Median
,Rowville,395.0,,Dec 2012||Median
,Wantirna-Scoresby,370.0,,Dec 2012||Median
,Yarra Ranges,320.0,,Dec 2012||Median
,Group Total,340.0,,Dec 2012||Median
South Eastern Melbourne,Berwick,350.0,,Dec 2012||Median
,Cranbourne,330.0,,Dec 2012||Median
,Dandenong,290.0,,Dec 2012||Median
,Dandenong North-Endeavour Hills,300.0,,Dec 2012||Median
,Narre Warren-Hampton Park,330.0,,Dec 2012||Median
,Noble Park,295.0,,Dec 2012||Median
,Pakenham,305.0,,Dec 2012||Median
,Springvale,315.0,,Dec 2012||Median
,Group Total,315.0,,Dec 2012||Median
Mornington Peninsula,Dromana-Portsea,300.0,,Dec 2012||Median
,Frankston,300.0,,Dec 2012||Median
,Hastings-Flinders,300.0,,Dec 2012||Median
,Mt Eliza-Mornington-Mt Martha,380.0,,Dec 2012||Median
,Seaford-Carrum Downs,310.0,,Dec 2012||Median
,Group Total,310.0,,Dec 2012||Median
Geelong,Belmont-Grovedale,320.0,,Dec 2012||Median
,Corio,250.0,,Dec 2012||Median
,Geelong-Newcombe,290.0,,Dec 2012||Median
,Herne Hill-Geelong West,290.0,,Dec 2012||Median
,Lara,320.0,,Dec 2012||Median
,Newtown,308.0,,Dec 2012||Median
,North Geelong,300.0,,Dec 2012||Median
,Group Total,295.0,,Dec 2012||Median
Ballarat,Ballarat,260.0,,Dec 2012||Median
,Mount Clear-Buninyong,300.0,,Dec 2012||Median
,Sebastopol-Delacombe,250.0,,Dec 2012||Median
,Wendouree-Alfredton,270.0,,Dec 2012||Median
,Group Total,260.0,,Dec 2012||Median
Bendigo,Bendigo,275.0,,Dec 2012||Median
,Flora Hill-Bendigo East,270.0,,Dec 2012||Median
,Golden Square-Kangaroo Flat,280.0,,Dec 2012||Median
,North Bendigo,275.0,,Dec 2012||Median
,Group Total,275.0,,Dec 2012||Median
Other Regional Centres,Bairnsdale,260.0,,Dec 2012||Median
,Benalla,210.0,,Dec 2012||Median
,Castlemaine,285.0,,Dec 2012||Median
,Echuca,250.0,,Dec 2012||Median
,Hamilton,230.0,,Dec 2012||Median
,Horsham,225.0,,Dec 2012||Median
,Mildura,230.0,,Dec 2012||Median
,Moe-Newborough,180.0,,Dec 2012||Median
,Morwell,180.0,,Dec 2012||Median
,Ocean Grove-Barwon Heads,350.0,,Dec 2012||Median
,Portland,230.0,,Dec 2012||Median
,Sale-Maffra,240.0,,Dec 2012||Median
,Seymour,200.0,,Dec 2012||Median
,Shepparton,250.0,,Dec 2012||Median
,Swan Hill,215.0,,Dec 2012||Median
,Torquay,390.0,,Dec 2012||Median
,Traralgon,250.0,,Dec 2012||Median
,Wanagaratta,225.0,,Dec 2012||Median
,Warragul,260.0,,Dec 2012||Median
,Warrnambool,280.0,,Dec 2012||Median
,Wodonga,265.0,,Dec 2012||Median
,Group Total,250.0,,Dec 2012||Median
Inner Melbourne,Albert Park-Middle Park-West St Kilda,971.0,,Mar 2013||Count
,Armadale,618.0,,Mar 2013||Count
,Carlton North,506.0,,Mar 2013||Count
,Carlton-Parkville,1997.0,,Mar 2013||Count
,CBD-St Kilda Rd,6179.0,,Mar 2013||Count
,Collingwood-Abbotsford,649.0,,Mar 2013||Count
,Docklands,1762.0,,Mar 2013||Count
,East Melbourne,477.0,,Mar 2013||Count
,East St Kilda,1726.0,,Mar 2013||Count
,Elwood,1812.0,,Mar 2013||Count
,Fitzroy,726.0,,Mar 2013||Count
,Fitzroy North-Clifton Hill,1064.0,,Mar 2013||Count
,Flemington-Kensington,1687.0,,Mar 2013||Count
